t,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
56.086,-0.763232,-10.0465,4.67036,-41.6842,27.1746,103.202
56.09,-0.738964,-9.94945,4.60972,-38.0851,25.2045,104.688
56.096,-0.746579,-9.8362,4.55788,-34.5584,22.3601,106.644
56.1,-0.781522,-9.72452,4.48291,-30.8258,19.1864,108.884
56.106,-0.77628,-9.62037,4.3927,-27.0147,16.1969,110.741
56.11,-0.867815,-9.55403,4.33389,-23.2181,13.3469,112.127
56.116,-0.958133,-9.49995,4.2963,-19.9664,11.3429,113.116
56.12,-1.02191,-9.41921,4.29304,-17.1962,10.1266,113.714
56.125,-1.03689,-9.3083,4.25004,-14.7036,9.81035,114.151
56.131,-1.07771,-9.16458,4.21757,-12.7091,10.2438,113.942
56.135,-1.11026,-9.07711,4.18494,-10.9298,11.3116,113.389
56.141,-1.16799,-8.93099,4.16238,-9.24057,12.7197,112.718
56.145,-1.17489,-8.77574,4.12485,-7.71253,14.1832,111.73
56.15,-1.20921,-8.65078,4.14737,-6.43734,15.8498,110.32
56.155,-1.20535,-8.51236,4.12993,-5.2643,17.7772,108.761
56.16,-1.21144,-8.37849,4.1939,-4.15792,19.9969,106.959
56.165,-1.23627,-8.2745,4.20062,-3.37488,22.3418,104.721
56.17,-1.26304,-8.18187,4.21831,-2.76443,24.8697,102.323
56.175,-1.27867,-8.14535,4.19674,-2.36206,27.5491,99.8566
56.18,-1.28364,-8.12335,4.22696,-2.10741,30.5558,97.0892
56.185,-1.26204,-8.06219,4.19356,-2.17813,33.5102,94.1031
56.189,-1.30944,-8.01193,4.14914,-2.57875,36.6761,91.0633
56.194,-1.28036,-7.93333,4.10579,-3.00811,39.9466,88.1265
56.199,-1.23923,-7.83744,4.05106,-3.73634,42.8827,85.0842
56.204,-1.22779,-7.79852,4.00333,-4.35962,45.7206,81.7726
56.209,-1.19943,-7.76198,3.94571,-4.95484,48.2466,78.1705
56.214,-1.16077,-7.71923,3.95282,-5.4881,50.5219,74.587
56.219,-1.12689,-7.7426,3.88659,-6.23253,52.5637,70.9647
56.224,-1.11059,-7.70967,3.75823,-6.94351,54.4595,67.4641
56.228,-1.06786,-7.63032,3.72646,-7.7505,56.148,64.292
56.233,-1.04171,-7.60419,3.63049,-8.56879,57.1229,61.1542
56.238,-0.962867,-7.53782,3.57082,-9.1859,57.8103,58.0752
56.243,-0.918788,-7.42552,3.49172,-9.71579,57.7724,55.1421
56.248,-0.853796,-7.39127,3.40687,-10.0657,57.0536,52.4445
56.253,-0.744241,-7.294,3.37834,-10.0779,55.6255,49.8741
56.258,-0.702589,-7.27089,3.2841,-10.1143,53.4192,47.5087
56.263,-0.676373,-7.22849,3.20286,-9.89269,50.7311,45.1981
56.267,-0.645171,-7.19064,3.12196,-9.61126,47.6146,43.1224
56.272,-0.650488,-7.15285,3.03661,-9.47733,44.2065,41.0123
56.277,-0.647183,-7.09112,3.0089,-9.13378,40.8393,38.9552
56.282,-0.638409,-7.05701,2.9369,-8.77434,37.3028,36.966
56.287,-0.626197,-6.9772,2.88761,-8.43379,33.5508,34.9375
56.292,-0.59835,-6.98247,2.88085,-8.24237,29.3145,32.8886
56.297,-0.54901,-6.99027,2.86277,-7.696,25.011,30.7537
56.301,-0.480724,-7.02142,2.8595,-7.22074,20.6446,28.8076
56.306,-0.411891,-7.02445,2.88748,-6.96414,15.9236,27.0162
56.311,-0.378211,-7.02571,2.9152,-6.99948,11.2264,25.5173
56.316,-0.301533,-7.01458,2.95084,-7.15435,6.14792,24.0831
56.321,-0.251339,-6.99633,2.99745,-7.18602,0.979567,22.2315
56.326,-0.263554,-7.01012,3.05635,-7.09519,-4.26367,20.1643
56.331,-0.168343,-7.06649,3.126,-6.89462,-9.64653,18.0525
56.336,-0.082734,-7.16555,3.23353,-6.79718,-14.9761,15.6042
56.34,-0.118807,-7.36433,3.31468,-7.00614,-20.1421,12.9768
56.346,-0.056161,-7.52637,3.4514,-7.16969,-25.3748,10.502
56.35,-0.0122453,-7.70088,3.56145,-7.60572,-30.605,7.76787
56.356,0.0121968,-7.86269,3.65601,-8.33001,-35.4413,5.09593
56.36,-0.0402581,-8.04842,3.74774,-9.0128,-40.3175,2.15027
56.366,-0.0705112,-8.26064,3.83281,-9.47469,-45.2805,-0.898983
56.37,-0.0539094,-8.43662,3.9197,-10.2217,-50.0836,-3.64728
56.375,-0.0509577,-8.59592,4.02559,-10.8167,-54.8588,-6.52629
56.381,-0.0665952,-8.73511,4.13429,-11.7317,-59.5204,-9.21176
56.385,-0.0660451,-8.82159,4.17687,-12.5195,-64.2985,-11.8882
56.391,-0.0964195,-8.93431,4.2517,-12.9746,-69.1255,-14.929
56.395,-0.0786214,-9.07384,4.3388,-13.1732,-74.0077,-18.1679
56.401,-0.110664,-9.21744,4.42749,-13.446,-78.7189,-21.4564
56.405,-0.0916807,-9.36907,4.53577,-13.7982,-82.9802,-24.4279
56.41,-0.169152,-9.49962,4.59003,-13.9756,-87.2469,-27.4537
56.416,-0.176973,-9.54495,4.6339,-14.4367,-91.3836,-30.5824
56.42,-0.190503,-9.62773,4.66312,-14.7565,-95.3794,-33.887
56.426,-0.173919,-9.70655,4.70809,-14.7024,-99.2269,-37.2382
56.43,-0.183205,-9.79997,4.8004,-14.5425,-102.965,-40.6709
56.436,-0.109903,-9.98143,4.86039,-14.416,-106.779,-44.6148
56.44,-0.0390671,-10.1325,5.02236,-14.1845,-110.692,-48.828
56.446,0.0344491,-10.3623,5.16848,-13.8184,-114.599,-53.2255
56.45,0.0615372,-10.6639,5.36602,-13.341,-118.454,-57.6819
56.456,0.0392724,-10.9926,5.52054,-13.1874,-121.946,-61.9814
56.461,0.0253375,-11.2778,5.7298,-13.4273,-125.169,-66.3393
56.465,-0.0495502,-11.5643,5.87232,-13.7854,-127.961,-70.9138
56.471,-0.129387,-11.8825,5.93753,-13.7628,-130.469,-75.5266
56.475,-0.211563,-12.1552,6.10365,-14.1036,-132.62,-80.3145
56.481,-0.284198,-12.4499,6.23809,-14.3142,-134.502,-85.1219
56.485,-0.364042,-12.702,6.31291,-14.5513,-135.879,-89.6531
56.491,-0.444243,-12.9509,6.3701,-15.118,-137.045,-94.237
56.495,-0.526153,-13.1147,6.44561,-15.4557,-137.969,-98.9311
56.5,-0.665262,-13.285,6.53155,-15.5224,-138.469,-103.618
56.506,-0.831948,-13.4733,6.51447,-15.3473,-138.44,-108.196
56.51,-1.03105,-13.5902,6.51517,-15.255,-137.713,-112.494
56.516,-1.28702,-13.6058,6.41989,-15.3789,-136.099,-116.34
56.52,-1.53635,-13.4981,6.26918,-15.43,-133.785,-119.611
56.526,-1.8005,-13.314,6.07947,-15.3856,-130.804,-122.23
56.53,-2.08168,-12.9796,5.86849,-14.9089,-127.454,-124.524
56.535,-2.36954,-12.6403,5.61947,-14.0512,-123.613,-126.669
56.541,-2.65721,-12.3356,5.37444,-12.7949,-119.242,-128.407
56.545,-2.86596,-12.028,5.15698,-11.305,-114.448,-129.642
56.55,-3.12091,-11.7308,4.93725,-9.41458,-108.946,-130.687
56.555,-3.27082,-11.386,4.69554,-7.43383,-102.944,-131.492
56.56,-3.38242,-11.0922,4.48521,-5.25956,-96.5094,-131.923
56.565,-3.42698,-10.8824,4.25671,-2.6303,-89.7388,-131.952
56.57,-3.49563,-10.6412,4.06054,0.0641266,-82.6118,-131.601
56.575,-3.54901,-10.4643,3.91989,3.03889,-75.1435,-130.795
56.579,-3.511,-10.3376,3.78755,5.84541,-67.5342,-129.926
56.584,-3.44127,-10.2236,3.69394,8.86184,-59.6614,-128.614
56.589,-3.38039,-10.2073,3.6944,11.8419,-51.1862,-127.274
56.594,-3.36275,-10.2163,3.71975,14.091,-41.7319,-126.118
56.599,-3.32378,-10.2241,3.78128,15.8044,-31.5148,-124.91
56.604,-3.15022,-10.2385,3.87272,16.5723,-20.6995,-123.306
56.609,-2.96617,-10.2514,3.96553,16.7976,-9.65459,-121.002
56.614,-2.67622,-10.3225,4.08181,16.8487,0.999303,-117.986
56.618,-2.30024,-10.3041,4.20773,16.8052,10.178,-114.511
56.623,-1.96862,-10.3658,4.31187,16.7076,17.8718,-110.448
56.628,-1.59175,-10.3573,4.42549,16.2552,23.5533,-105.886
56.633,-1.29258,-10.329,4.59382,15.7556,27.267,-100.46
56.638,-1.03715,-10.324,4.68846,15.0262,29.5158,-94.1881
56.643,-0.827331,-10.3374,4.73504,13.9844,29.92,-87.5045
56.648,-0.568964,-10.28,4.88231,12.8135,28.8029,-80.4694
56.653,-0.378516,-10.2482,4.94289,11.2666,26.5184,-73.294
56.658,-0.192828,-10.2164,4.93971,9.57364,22.6745,-66.0225
56.662,0.0431192,-10.1987,5.01885,7.76954,17.3175,-58.5475
56.667,0.232299,-10.206,4.98237,6.02373,10.4986,-50.946
56.672,0.387427,-10.2086,4.90054,4.11922,2.05538,-43.0776
56.677,0.490807,-10.1918,4.8924,2.42805,-7.437,-35.2418
56.682,0.444544,-10.2846,4.8658,1.10376,-17.7582,-27.5835
56.687,0.495448,-10.3787,4.74836,-0.85293,-29.1914,-19.587
56.692,0.461992,-10.4307,4.67825,-2.60681,-40.7196,-11.5458
56.697,0.256481,-10.5,4.54074,-3.49599,-51.9694,-3.83602
56.701,0.113686,-10.5169,4.58348,-3.89756,-62.4584,2.69372
56.706,-0.223303,-10.5085,4.58028,-5.04492,-71.4322,7.90972
56.711,-0.554129,-10.4855,4.54704,-6.08863,-79.014,13.1156
56.716,-0.685204,-10.4035,4.4725,-6.77272,-85.6409,18.9719
56.721,-0.741812,-10.3081,4.29728,-7.0399,-92.5858,24.7608
56.726,-0.848356,-10.2008,4.07322,-7.06068,-100.329,29.982
56.731,-1.00736,-10.0325,3.94877,-6.60178,-108.656,34.9529
56.735,-1.1853,-9.78856,3.9012,-5.31585,-116.914,39.903
56.741,-1.36727,-9.56865,3.79456,-3.69262,-125.262,44.7129
56.745,-1.59527,-9.31041,3.72985,-1.63275,-132.885,49.4157
56.75,-1.8113,-9.06365,3.73699,0.630443,-139.382,53.4272
56.756,-1.97413,-8.80086,3.71995,2.66394,-145.104,56.6242
56.76,-2.12646,-8.60256,3.69467,4.77064,-149.966,59.1489
56.766,-2.27923,-8.38121,3.71403,6.97103,-154.18,61.2941
56.77,-2.35772,-8.15562,3.77822,9.02892,-157.503,62.8933
56.776,-2.45819,-7.97424,3.77609,10.9475,-160.172,64.1854
56.78,-2.54832,-7.80526,3.79227,13.0528,-162.146,65.1869
56.785,-2.58168,-7.6566,3.84782,14.8366,-163.581,66.1291
56.791,-2.67782,-7.50559,3.84648,16.6398,-164.195,66.6417
56.795,-2.72465,-7.39231,3.89445,18.3742,-164.077,66.8606
56.801,-2.83591,-7.27266,3.96056,19.8027,-162.969,66.8204
56.805,-2.94457,-7.19935,3.97505,21.0827,-160.899,66.4137
56.811,-3.02265,-7.06165,4.00084,22.2402,-158.135,65.9553
56.815,-3.12051,-7.02378,3.98902,23.2258,-154.363,65.2559
56.821,-3.16833,-6.9691,3.94283,24.2612,-149.683,64.0102
56.825,-3.21744,-6.94853,3.92811,24.9735,-144.655,62.719
56.831,-3.30516,-6.97189,3.89044,25.5448,-139.163,61.1346
56.836,-3.34602,-6.94158,3.88517,26.272,-133.274,59.1896
56.84,-3.37892,-6.94801,3.87684,26.7631,-126.921,57.4678
