t,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
56.243,-1.69568,8.08079,0.00958437,-27.3437,-33.8135,-67.688
56.248,-1.60946,8.02331,0.0526895,-26.8555,-34.1797,-64.9414
56.253,-1.49928,7.93231,0.00958437,-26.062,-33.8135,-62.1338
56.258,-1.43222,7.87962,0.0718484,-25.3296,-32.6538,-59.2041
56.263,-1.38432,7.81256,0.119751,-24.353,-31.0059,-56.2134
56.267,-1.33163,7.75028,0.167653,-23.3765,-28.8696,-53.2837
56.272,-1.31247,7.68322,0.229927,-22.522,-26.4893,-50.1709
56.277,-1.3029,7.61616,0.229927,-21.4844,-24.1089,-47.1802
56.282,-1.27415,7.55868,0.277819,-20.4468,-21.5454,-44.1894
56.287,-1.2502,7.46767,0.287404,-19.4092,-18.7988,-41.0767
56.292,-1.22146,7.47246,0.287404,-18.4937,-15.625,-37.7197
56.297,-1.16877,7.47725,0.292191,-17.2119,-12.3901,-34.3628
56.301,-1.10171,7.51078,0.287404,-16.0522,-9.0332,-31.1279
56.306,-1.04423,7.52994,0.244289,-15.1367,-5.31006,-27.832
56.311,-1.02028,7.54431,0.210758,-14.5874,-1.52588,-24.7192
56.316,-0.958005,7.5539,0.153281,-14.1602,2.62451,-21.4844
56.321,-0.924475,7.55868,0.0910074,-13.4888,6.71387,-17.8833
56.326,-0.953218,7.59221,0.0479022,-12.6343,10.8032,-14.0991
56.331,-0.88137,7.67843,-0.0191589,-11.6577,15.0146,-10.2539
56.336,-0.82868,7.81734,-0.100592,-10.6812,19.043,-6.10351
56.34,-0.88137,8.0281,-0.0862201,-9.94873,22.8271,-1.77002
56.346,-0.857414,8.23407,-0.162866,-9.21631,26.7334,2.44141
56.35,-0.843052,8.44005,-0.205971,-8.66699,30.5176,6.95801
56.356,-0.843052,8.62686,-0.234714,-8.42285,33.9355,11.3525
56.36,-0.9149,8.82804,-0.229927,-8.05664,37.2925,15.9912
56.366,-0.962802,9.05318,-0.215555,-7.44629,40.7104,20.6909
56.37,-0.96759,9.24956,-0.229927,-7.20215,44.0674,25.1465
56.375,-0.991536,9.43638,-0.263448,-6.7749,47.3633,29.6631
56.381,-1.03465,9.60403,-0.301775,-6.71387,50.5981,34.0576
56.385,-1.04423,9.69983,-0.306563,-6.53076,53.9551,38.4521
56.391,-1.09213,9.82916,-0.320934,-5.92041,57.251,43.0908
56.395,-1.09691,9.99202,-0.349677,-5.00488,60.5469,47.8516
56.401,-1.14961,10.1549,-0.364039,-4.15039,63.6597,52.6123
56.405,-1.15919,10.3369,-0.407154,-3.479,66.4673,56.9458
56.41,-1.24541,10.471,-0.383208,-2.62451,69.2749,61.2793
56.416,-1.26457,10.5285,-0.402367,-2.01416,71.8994,65.7349
56.42,-1.28373,10.6147,-0.392783,-1.2207,74.3408,70.2515
56.426,-1.27894,10.7057,-0.407154,-0.061035,76.6602,74.646
56.43,-1.31247,10.8255,-0.450259,1.2207,78.8574,79.0405
56.436,-1.25499,11.0219,-0.455056,2.62451,80.9326,83.9233
56.44,-1.23104,11.2278,-0.560435,4.21143,83.0078,89.0503
56.446,-1.19751,11.5009,-0.622709,5.98144,85.022,94.2993
56.45,-1.22146,11.8553,-0.689771,7.87354,86.9751,99.5483
56.456,-1.27894,12.2146,-0.694558,9.39941,88.623,104.614
56.461,-1.346,12.5547,-0.766406,10.5591,89.9658,109.741
56.465,-1.45138,12.866,-0.761619,11.6577,90.8203,114.929
56.471,-1.5376,13.1774,-0.675399,13.1226,91.4307,119.934
56.475,-1.65735,13.484,-0.694558,14.2822,91.6138,125.061
56.481,-1.75794,13.8001,-0.680186,15.564,91.5527,130.066
56.485,-1.84896,14.054,-0.627497,16.7236,91.1255,134.644
56.491,-1.93518,14.2983,-0.560435,17.5781,90.4541,139.282
56.495,-2.03097,14.4707,-0.541277,18.6768,89.5386,143.86
56.5,-2.18426,14.6479,-0.512533,20.0195,88.2568,148.193
56.506,-2.33275,14.8012,-0.378411,21.5454,86.5478,152.161
56.51,-2.51956,14.8922,-0.277819,22.8882,84.2895,155.64
56.516,-2.73512,14.8491,-0.114963,23.8647,81.3599,158.447
56.52,-2.9315,14.6719,0.0479022,24.7192,78.0029,160.461
56.526,-3.13269,14.4084,0.220342,25.4517,74.2798,161.621
56.53,-3.34824,13.9965,0.359252,26.4893,70.3735,162.231
56.535,-3.559,13.5654,0.531692,27.832,66.1011,162.415
56.541,-3.76976,13.1678,0.713717,29.4189,61.5234,161.926
56.545,-3.91346,12.7846,0.847839,31.0669,56.7627,160.767
56.55,-4.10028,12.4062,1.00112,33.02,51.4526,159.058
56.555,-4.18171,11.9847,1.12566,34.9731,45.7764,156.921
56.56,-4.2344,11.6254,1.23104,36.9873,39.856,154.236
56.565,-4.21524,11.3428,1.36516,39.3066,33.8135,150.94
56.57,-4.2296,11.041,1.46575,41.5649,27.5879,147.156
56.575,-4.24397,10.8207,1.5376,43.9453,21.2402,142.761
56.579,-4.17212,10.6578,1.59509,46.1426,14.7705,138.306
56.584,-4.08112,10.5237,1.61425,48.4009,8.23975,133.301
56.589,-4.02363,10.5141,1.59029,50.5981,1.15967,128.052
56.594,-4.01406,10.5333,1.56634,52.124,-6.95801,122.803
56.599,-3.9949,10.5668,1.50407,53.1006,-15.8081,117.371
56.604,-3.85598,10.6291,1.37953,53.0395,-25.1465,111.633
56.609,-3.70749,10.6914,1.2502,52.2461,-34.4849,105.347
56.614,-3.46319,10.8255,1.09213,51.0864,-43.2129,98.6328
56.618,-3.14227,10.8878,0.866998,49.7436,-50.415,92.102
56.623,-2.85487,11.0123,0.704132,48.2178,-56.0303,85.6323
56.628,-2.52915,11.0794,0.493374,46.2646,-59.6313,79.5898
56.633,-2.29443,11.1416,0.249086,44.0674,-61.0962,73.5474
56.638,-2.07888,11.1943,0.0910074,41.4429,-60.9131,67.3828
56.643,-1.89206,11.2422,-0.00478728,38.4521,-58.8989,61.6455
56.648,-1.69088,11.2662,-0.229927,35.2783,-55.3589,56.2134
56.653,-1.52803,11.2758,-0.349677,31.7383,-50.7202,51.2085
56.658,-1.35079,11.2614,-0.411942,28.0762,-44.6167,46.7529
56.662,-1.14961,11.2949,-0.555648,24.292,-37.0483,42.7246
56.667,-0.958005,11.3045,-0.574807,20.5688,-28.0762,39.1235
56.672,-0.785565,11.2901,-0.546064,16.6626,-17.5171,35.9497
56.677,-0.684973,11.2805,-0.574807,13.0005,-5.98144,33.1421
56.682,-0.718504,11.3524,-0.502959,9.76562,6.28662,30.7007
56.687,-0.632284,11.4003,-0.378411,5.85938,19.6533,28.5645
56.692,-0.641868,11.4195,-0.287404,2.13623,33.1421,26.3672
56.697,-0.79515,11.4147,-0.0814328,-0.671387,46.3257,24.1089
56.701,-0.943634,11.4338,-0.0718484,-2.68555,58.4106,22.4609
56.706,-1.26457,11.3955,0.0239462,-5.06592,68.5425,21.6064
56.711,-1.57113,11.3332,0.13891,-7.38525,77.3926,20.2026
56.716,-1.67651,11.2183,0.210758,-9.58252,85.6323,17.7612
56.721,-1.68131,11.0602,0.34488,-11.3525,94.1772,15.3809
56.726,-1.71962,10.8686,0.531692,-12.6953,103.271,13.7329
56.731,-1.83937,10.6531,0.622709,-13.4888,112.854,12.3901
56.735,-2.00224,10.3944,0.622709,-13.4888,122.437,10.8032
56.741,-2.15072,10.1357,0.684973,-13.1226,132.08,9.27734
56.745,-2.3567,9.85311,0.708929,-12.3291,141.052,7.44629
56.75,-2.57225,9.60882,0.670602,-11.1694,148.743,5.7373
56.756,-2.73032,9.34537,0.632284,-10.0098,155.396,4.5166
56.76,-2.87403,9.1394,0.622709,-8.60596,161.011,3.54004
56.766,-3.03209,8.92863,0.565223,-7.01904,165.894,2.62451
56.77,-3.13269,8.73703,0.445472,-5.43213,169.739,1.89209
56.776,-3.23328,8.5598,0.407154,-3.90625,172.852,1.2207
