t,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
56.206,-4.16734,-8.30593,0.737663,-6.95801,29.3579,5.06592
56.212,-4.09069,-8.3203,0.57001,-8.48389,24.1699,4.02832
56.217,-4.06196,-8.33466,0.450259,-9.94873,19.6533,2.80762
56.221,-4.02843,-8.39215,0.354465,-10.9863,15.3809,1.46484
56.227,-4.00447,-8.47358,0.22513,-12.4512,11.3525,0.061035
56.231,-3.9901,-8.59333,0.0335306,-13.916,7.44629,-1.46484
56.237,-4.04279,-8.66997,-0.0526895,-14.7705,3.60107,-3.05176
56.241,-4.06196,-8.81368,-0.162866,-15.1978,-0.183105,-4.69971
56.247,-4.05237,-8.89031,-0.239501,-15.3198,-3.78418,-6.40869
56.251,-4.03321,-9.00048,-0.296978,-15.3809,-7.20215,-7.87354
56.256,-4.05237,-9.10107,-0.287404,-15.3809,-10.3149,-9.33838
56.262,-4.05237,-9.19688,-0.287404,-15.4419,-12.8784,-10.8643
56.266,-4.05237,-9.2831,-0.13891,-15.564,-15.3198,-12.3291
56.272,-4.00447,-9.40763,-0.0574768,-15.625,-17.7612,-13.4888
56.276,-3.98531,-9.48907,0.0718484,-15.686,-20.0195,-14.3433
56.282,-3.9949,-9.51302,0.162866,-15.8081,-22.2168,-14.8926
56.286,-4.01884,-9.51302,0.244289,-15.8081,-24.4751,-15.3809
56.291,-3.96137,-9.50822,0.325721,-15.9302,-26.4893,-15.9302
56.297,-3.92784,-9.51781,0.354465,-16.1133,-28.1982,-16.1133
56.302,-3.88951,-9.49385,0.421526,-16.1743,-29.602,-15.9912
56.307,-3.89431,-9.422,0.426313,-16.3574,-30.8228,-16.0522
56.311,-3.86077,-9.32621,0.392783,-16.7847,-31.7383,-15.8081
56.317,-3.83203,-9.22562,0.421526,-17.2729,-32.5317,-15.2588
56.321,-3.77455,-9.14419,0.479003,-17.8223,-32.959,-14.7095
56.327,-3.74581,-9.09628,0.498162,-18.4326,-33.3862,-14.3433
56.331,-3.80329,-9.08671,0.502959,-19.2871,-33.6914,-14.0381
56.337,-3.82245,-9.14897,0.546064,-20.3857,-33.9355,-13.855
56.342,-3.86077,-9.23999,0.622709,-21.3623,-34.79,-13.6108
56.346,-3.88951,-9.3789,0.646656,-22.3999,-35.8887,-13.3057
56.352,-3.92784,-9.51302,0.775991,-23.1323,-37.4146,-13.1836
56.356,-3.99968,-9.65672,0.785565,-23.8037,-39.3066,-13.1836
56.362,-4.00926,-9.80042,0.809521,-24.1699,-41.5649,-13.4277
56.366,-4.04759,-9.95849,0.905316,-24.353,-44.1284,-13.3667
56.372,-4.06675,-10.1261,0.905316,-24.6582,-46.936,-13.4277
56.376,-4.05716,-10.2603,0.895741,-25.0854,-49.3164,-13.6108
56.381,-4.14818,-10.3944,0.895741,-25.3906,-52.063,-13.6719
56.387,-4.16254,-10.5093,0.866998,-25.3296,-54.5654,-13.7939
56.391,-4.14338,-10.5956,0.819096,-25.2075,-57.1899,-13.7939
56.397,-4.10028,-10.677,0.737663,-24.9023,-59.7534,-13.7939
56.402,-4.09069,-10.7728,0.680186,-24.5972,-62.0117,-13.7329
56.407,-4.09548,-10.8255,0.593966,-23.9258,-63.9648,-13.855
56.412,-4.04759,-10.9165,0.479003,-23.1323,-65.7959,-13.7329
56.417,-4.01406,-10.9836,0.39757,-22.2168,-67.4438,-13.7329
56.422,-3.98053,-11.0506,0.354465,-21.1792,-68.7256,-13.4888
56.427,-3.91825,-11.0985,0.277819,-20.0195,-69.9463,-13.0615
56.432,-3.89909,-11.1656,0.249086,-18.7988,-70.9229,-12.5122
56.438,-3.86077,-11.1799,0.210758,-17.5171,-71.4722,-11.5967
56.443,-3.76976,-11.2278,0.220342,-16.1743,-71.4722,-10.498
56.448,-3.67875,-11.2901,0.129335,-14.8926,-70.8008,-9.39941
56.453,-3.55421,-11.3811,0.0670612,-13.6719,-69.8242,-8.23975
56.458,-3.48235,-11.4865,0,-12.5732,-68.2373,-6.95801
56.463,-3.45362,-11.5919,0.00958437,-11.7187,-66.1621,-5.98144
56.468,-3.40572,-11.7739,-0.0479022,-10.498,-63.6597,-5.12695
56.474,-3.43446,-11.9176,-0.0910074,-9.52148,-60.9131,-4.21143
56.479,-3.49673,-12.0422,-0.0526895,-8.60596,-58.3496,-3.54004
56.484,-3.59253,-12.0757,-0.00478728,-7.56836,-55.7251,-2.56348
56.489,-3.71707,-12.0757,0.0287433,-6.7749,-53.4668,-1.83106
56.494,-3.89431,-12.0565,0.110166,-6.16455,-51.5747,-1.28174
56.499,-4.03321,-12.0134,0.158069,-5.61523,-50.1709,-0.915527
56.504,-4.1865,-11.9559,0.177227,-5.24902,-49.3164,-0.793457
56.509,-4.32541,-11.8553,0.186812,-4.88281,-49.3774,-0.610352
56.515,-4.44994,-11.7691,0.215555,-4.5166,-49.9878,-0.488281
56.52,-4.56969,-11.6829,0.239501,-4.27246,-51.2085,-0.061035
56.525,-4.67987,-11.5248,0.249086,-4.15039,-52.9175,0.305176
56.53,-4.75172,-11.3763,0.25866,-3.78418,-54.8096,0.732422
56.535,-4.8571,-11.1704,0.292191,-3.66211,-57.0679,1.46484
56.54,-4.93374,-10.9165,0.316147,-3.479,-59.6924,2.62451
56.545,-5.01996,-10.6195,0.287404,-3.17383,-62.5,3.96728
56.55,-5.05349,-10.2986,0.296978,-2.80762,-65.6738,5.61523
56.556,-5.00559,-10.0016,0.287404,-2.56348,-68.8477,7.38525
56.561,-4.93374,-9.73336,0.320934,-2.31934,-72.3267,9.09424
56.566,-4.86189,-9.45554,0.268245,-2.07519,-75.8667,10.9863
56.571,-4.75651,-9.30225,0.325721,-1.64795,-79.6509,12.8784
56.576,-4.63676,-9.1825,0.325721,-1.28174,-83.8013,14.4043
56.581,-4.62238,-9.04359,0.100592,-0.305176,-88.6841,15.2588
56.586,-4.6176,-8.92384,-0.0383179,1.0376,-94.7266,15.5029
56.591,-4.45474,-8.93343,-0.0143716,2.31934,-100.769,16.7236
56.596,-4.24397,-8.98612,-0.0814328,3.60107,-106.323,17.5171
56.602,-4.14338,-9.04838,-0.182025,4.63867,-110.535,17.334
56.606,-4.05237,-9.25915,-0.306563,5.5542,-114.38,17.2119
56.612,-3.91825,-9.50344,-0.387995,7.08008,-117.493,18.1274
56.616,-3.77455,-9.68546,-0.479003,8.97217,-119.385,18.8599
56.622,-3.69791,-9.87706,-0.502959,10.8032,-119.812,19.2261
56.626,-3.58295,-10.1261,-0.546064,12.3901,-118.652,20.1416
56.631,-3.58295,-10.4183,-0.555648,14.0991,-115.845,20.752
56.637,-3.559,-10.6722,-0.555648,15.9912,-112.244,20.5688
56.641,-3.6548,-10.9596,-0.560435,17.6392,-107.788,20.6299
56.647,-3.7554,-11.2326,-0.574807,19.043,-102.783,21.4844
56.651,-3.7985,-11.4817,-0.684973,20.6909,-97.4731,22.522
56.657,-3.9901,-11.6829,-0.819096,22.583,-92.2241,23.4985
56.661,-4.17691,-11.9224,-0.948431,24.9634,-87.8906,24.353
56.666,-4.22003,-12.0613,-1.14482,28.4424,-85.083,25.3906
56.672,-4.12422,-12.0996,-1.2502,33.1421,-83.374,26.6724
56.676,-4.04759,-12.0326,-1.33163,37.4756,-82.0312,28.2593
56.682,-4.038,-11.9991,-1.45618,40.2832,-80.5664,29.7852
56.686,-4.10028,-12.0086,-1.59029,42.0532,-78.8574,31.0669
56.692,-4.21044,-12.0374,-1.734,43.457,-77.0264,32.6538
56.696,-4.17691,-12.0374,-1.77231,44.6777,-74.4629,34.5459
56.702,-4.09548,-12.0517,-1.81543,45.6543,-70.9839,36.7432
56.706,-4.04279,-12.0469,-1.74837,46.3867,-66.6504,38.8794
56.712,-4.05716,-12.0469,-1.73878,46.9971,-61.7065,40.8936
56.717,-4.038,-12.0182,-1.69088,47.4853,-57.0679,43.0298
56.721,-4.04759,-12.0278,-1.69568,48.3398,-52.4292,45.4712
56.727,-4.01884,-12.0086,-1.71484,49.0112,-48.4619,47.9736
56.731,-3.9422,-11.9224,-1.71962,49.6826,-45.0439,50.4761
56.737,-3.85119,-11.8122,-1.70047,50.2319,-42.1143,52.9785
56.741,-3.74581,-11.6398,-1.68609,50.354,-39.856,55.481
